No.,Trade Test Centre,Accreditation Number,SAQA ID,Trade Title,Physical Address,Contact No,Email Address,Contact Person,Start Date,End Date
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163131,115461,Occupational Certificate: Garment Pattern Development Assistant,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163131,103143,Occupational Certificate: Man-made Fibre Texturing Production Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163131,103146,Occupational Certificate: Man-made Fibre Extrusion Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163131,103183,Occupational Certificate: Creeling and Warping Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163907,103149,Occupational Certificate: Non-woven Thermo-Bonding Textile Production Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163907,103179,Occupational Certificate: Ringframe Spinning and Yarn Packaging Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163907,103152,Occupational Certificate: Rotor Spinning and Yarn Packaging Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163907,97238,Occupational Certificate: Sewing Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163907,118099,Occupational Certificate: Sewing Machine Mechanic Repairer,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163907,103180,Occupational Certificate: Speciality Yarn Assembly Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224163907,103154,Occupational Certificate: Textile Blowroom and Carding Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224164909,103184,Occupational Certificate: Textile Dry Fringing Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224164909,103188,Occupational Certificate: Textile Wet Product Finishing Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224164909,103182,Occupational Certificate: Textile Carding and Drawframe Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224164909,103147,Occupational Certificate: Textile Dry Product Surface Preparation Machine,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224164909,103148,Occupational Certificate: Textile Dry Finishing and Heat Setting Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224164909,103153,"Occupational Certificate: Textile Sliver Lap, Combing and Drawframe Machine Operator","1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224164909,103221,Occupational Certificate: Textile Drawframe and Speedframe Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224165447,103186,Occupational Certificate: Textile Wet Process Coating Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224165447,103144,Occupational Certificate: Textile Wet Process Preparation Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224165447,101367,Occupational Certificate: Textile Wet Process Printing Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224165447,101278,Occupational Certificate: Textile Wet Process Dyeing Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224165447,101404,Occupational Certificate: Tufting Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224165447,101371,Occupational Certificate: Warp Knitting Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224165447,101384,Occupational Certificate: Weaving Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224170010,101325,Occupational Certificate: Braiding Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Seriti Industrial Assessment Centre (Pty) Ltd,07-QCTO/AC-TTC150224170010,101374,Occupational Certificate: Weft Knitting Machine Operator,"1 Wol Street Homelake Extension
Ranfontein Gauteng 1759",105933200,francois@aranda.co.za collegeadmin4@aranda.co.za,Francois Paul Barnard,15-Feb-24,14-Feb-29
,Shukela Training centre (Pty) Ltd,AC-TTC241123124921,97585,Occupational Certificate: Millwright,"31 Sugarmill Way Mount Edgecombe Durban
KwaZulu-Natal 4001",315087728,Bronwyn.govender@sasa.org.za,Bronwyn Govender,23-Nov-23,22-Nov-28
,Silver Dune Trading 103 Pty.Ltd,QCTOASC00210726-2511,102497,Occupational Certificate: Hairdresser,Mc Rode Avenue Potchefstroom 2531,"073 207 4321
071 241 2542",Elsabe@thasa.org.za,Maria Elizabeth Sheppard,09-Feb-22,08-Mar-27
,Silver Solutions 1273 CC,AC-TTC120923155517,91782,Occupational Certificate: Plumber,Lot 44 Marburg SettlementsmPort Shepstone KwaZulu-Natal,"0813014803
0845557743",vishnurajam8@gmail.com,Mehendra Sewpersadh,12-Sep-23,11-Sep-28
,Silwood Kitchens CC,QCTOASC00190402- 1623,101697,Occupational Certificate: Chef,40 Riverton Road (Corner Silwood and Riverton Road),021 686 4894,Sukey2@Silwood.co.za,Carianne Wilkinson,29-Mar-19,29-Mar-24
,Sivuyile Skills Training Centre (Pty) Ltd,05-QCTO/AC-TTC250124152308,94100,Occupational Certificate: Welder    ,"184 Gate Street, Congella Durban KwaZulu-Natal",314000653,info@sivuyile.co.za,Dennis Suthu,25-Jan-24,24-Jan-29
,SKAWR (Pty) Ltd,09-QCTO/AC-TTC270223110106,94021,Occupational Certificate: Mechanical Fitter,2 President Steyn Street Phalaborwa Limpopo 1390,626677893,wilson.shilowa@gmail.com,Wilson Shilowa,20-Feb-23,19-Feb-28
,SKAWR (Pty) Ltd,09-QCTO/AC-TTC270223110106,97592,Occupational Certificate: Diesel Mechanic,2 President Steyn Street Phalaborwa Limpopo 1390,626677893,wilson.shilowa@gmail.com,Wilson Shilowa,20-Feb-23,19-Feb-28
,SKF South Africa (Pty) Ltd,AC-TTC241123125635,94021,"Occupational Certificate: Mechanical Fitter
","06 Marling Road, Jet Park Boksburg Gauteng",119071192,michael@tdsconsultancy.com,Michael Mogagabe,24-Nov-23,23-Nov-28
,Skills Proficiency Training Solutions (Pty) Ltd,02-QCTO/AC-TTC250124153828,91781,Occupational Certificate: Electrical Line Mechanic: Overhead Lines,"Bowvest Industrial Park, Unit 18, Gonubie
East London Eastern Cape",827106575,Ktanner.spts@gmail.com,Ken Tanner,25-Jan-24,24-Jan-29
,Sol Platje Emergency Services Training,03-QCTO/AC-TTC240823160617,98991,Occupational Certificate: Firefighter,"Emergency Fire Station 21 Lyndhurst Road
Kimberley Northern Cape 8301",0538324211/ 0764136443,nsephiri@solplatje.org.za,Ntati John Sephiri,24-Aug-23,23-Aug-28
,Sol Tech Opleidingsentrum,07-QCTO/AC-TTC250723124531,102004,Occupational Certificate: Mechatronics Technician,"16 Duinlewerik Street, Monumentpark
Pretoria Gauteng 0105",066 236 7169,vanessa@sol-tech.co.za,Verster Vanessa,25-Jul-23,24-Jul-28
,Sol-Tech Opleidingsentrum (Pty) Ltd,07-QCTO/AC-TTC250124112325,91796,Occupational Certificate: Toolmaker,"16 Duinlewerikstraat, Monumentpark, Sol-Tech College Pretoria Gauteng 0105",861999880,"vanessa@sol-tech.co.za
paul@sol-tech.co.za",Vanessa Verster,25-Jan-24,24-Jan-29
,Sondela Academy (Pty) Ltd,QCTOASC00210726-2505,101697,Occupational Certificate: Chef,"Sondela Nature Reserve & Spa, Farm Tweefontein 462kr, Bela-Bela 0480",760918096,qaman@sondelaacademy.net,Gerbrecht Hendrina,06-Dec-21,05-Dec-26
,South African Academy for Hair and Skincare Technology,06-QCTO/AC-TTC151122230020,102497,Occupational Certificate: Hairdresser,55 James Moroka Ave Potchefstroom North West 2531,182949012,lechair1@saahst.co.za,Maarilise Van Wyk,14-Nov-22,13-Nov-27
,South African Academy for Hair and Skincare Technology,06-QCTO/AC-TTC151122230020,97226,Occupational Certificate: Hairdresser,55 James Moroka Ave Potchefstroom North West 2531,182949012,lechair1@saahst.co.za,Maarilise Van Wyk,14-Nov-22,13-Nov-27
,"South African Academy for Hair
and Skincare Technology",QCTOASC00210726-2525,102497,Occupational Certificate: Hairdresser,55 James Moroka Ave Potchefstroom North West 2531,018 294 9000,lechair1@saahst.co.za,Maarilise Van Wyk,23-May-22,22-May-27
,South West Gauteng TVET College,QCTOASC00210726-2530,91761,Occupational Certificate: Electrician,No. 1 Hinda and Lawson Street Roodepoort 1724,101415049,sebea@swgc.co.za,Aubrey Sebe,09-Jun-22,08-Jun-27
,South West Gauteng TVET College,AC-TTC241123130256,94100,Occupational Certificate: Welder    ,"1822a Molele Street, Cnr Koma Road and Molele Street, Molapo, Soweto Soweto Gauteng 1801",101418090,sebea@swgc.co.za,Aubrey Sebe,24-Nov-23,23-Nov-28
,Steel and Engineering Industry Federation of Southern Africa NPC,AC-TTC051223134635,91761,Occupational Certificate: Electrician ,"16 Lancastor Road, Secure poplar Business Park, Actonville Benoni Gauteng 1501",827566568,"emile.stc@seifsa.co.za
ezel.stc@seifsa.co.za",Emile Jacobs,05-Dec-23,04-Dec-28
,Steel and Engineering Industry Federation of Southern Africa NPC,AC-TTC051223134635,94021,"Occupational Certificate: Mechanical Fitter
","16 Lancastor Road, Secure poplar Business Park, Actonville Benoni Gauteng 1501",827566568,"emile.stc@seifsa.co.za
ezel.stc@seifsa.co.za",Emile Jacobs,05-Dec-23,04-Dec-28
,Steel and Engineering Industry Federation of Southern Africa NPC,AC-TTC051223134635,97585,Occupational Certificate: Millwright,"16 Lancastor Road, Secure poplar Business Park, Actonville Benoni Gauteng 1501",827566568,"emile.stc@seifsa.co.za
ezel.stc@seifsa.co.za",Emile Jacobs,05-Dec-23,04-Dec-28
,Steel and Engineering Industry Federation of Southern Africa NPC,AC-TTC051223134635,94020,"Occupational Certificate: Fitter and Turner
","16 Lancastor Road, Secure poplar Business Park, Actonville Benoni Gauteng 1501",827566568,"emile.stc@seifsa.co.za
ezel.stc@seifsa.co.za",Emile Jacobs,05-Dec-23,04-Dec-28
,Steel and Engineering Industry Federation of Southern Africa NPC,AC-TTC051223134635,94100,Occupational Certificate: Welder    ,"16 Lancastor Road, Secure poplar Business Park, Actonville Benoni Gauteng 1501",827566568,"emile.stc@seifsa.co.za
ezel.stc@seifsa.co.za",Emile Jacobs,05-Dec-23,04-Dec-28
,Steel and Engineering Industry Federation of Southern Africa NPC,AC-TTC051223134635,99255,Occupational Certificate: Pipe fitter,"16 Lancastor Road, Secure poplar Business Park, Actonville Benoni Gauteng 1501",827566568,"emile.stc@seifsa.co.za
ezel.stc@seifsa.co.za",Emile Jacobs,05-Dec-23,04-Dec-28
,Steel and Engineering Industry Federation of Southern Africa NPC,07-QCTO/AC-TTC020324171346,93626,"Occupational Certificate: Boilermaker
","16 Lancastor Road, Secure poplar Business Park, Actonville Benoni Gauteng 1501","0827566568
0114222500",emile.stc@seifsa.co.za ezel.stc@seifsa.co.za,Emile Jacobs,01-Mar-24,28-Feb-29
,Steel and Engineering Industry Federation of Southern Africa NPC,07-QCTO/AC-TTC020324171346,94701,Occupational Certificate: Instrument Mechanician,"16 Lancastor Road, Secure poplar Business Park, Actonville Benoni Gauteng 1501","0827566568
0114222500",emile.stc@seifsa.co.za ezel.stc@seifsa.co.za,Emile Jacobs,01-Mar-24,28-Feb-29
,Steyns Culinary School (Pty) Ltd,AC-TTC261023142601,102296,Occupational Certificate: Cook,"345 Gyln Street, Hatfield, Pretoria Gauteng 0083",123625340,accounts@steynsculinaryschool.co.za,David Steyn,26-Oct-23,25-Oct-28
,Steyns Culinary School (Pty) Ltd,AC-TTC261023142601,110644,Occupational Certificate: Food Handler,"345 Gyln Street, Hatfield, Pretoria Gauteng 0083",123625340,accounts@steynsculinaryschool.co.za,David Steyn,26-Oct-23,25-Oct-28
,Supplier Park Development Company SOC LTD,07-QCTO/AC-TTC250723124133,102004,Occupational Certificate: Mechatronics Technician,"30 Helium Road, Rosslyn Pretoria
Gauteng 0122",012 5645295,vndletyana@aidc.co.za,Ndletyana Vuyo,24-Aug-23,23-Aug-28
,Tavera Solutions (Pty) Ltd,07-QCTO/AC-TTC071222095829,91761,Occupational Certificate: Electrician,"166 Watt Road, New Era Springs Gauteng 1559",072 153 3618,Trrjeche24@gmail.com,"Indren Veeragaloo,",07-Dec-22,06-Dec-27
,Technopro Trading Enterprise,QCTOASC00210726-2503,101697,Occupational Certificate: Chef,"No 32 Corgi Place, Austin View Midrand",102237155,citrum@chef-khumalo.info,Citrum Bonginkosi Khumalo,22-Oct-21,21-Oct-26
,Technotrain (Pty) Ltd,07-QCTO/AC-TTC290523222802,94020,"Occupational Certificate: Fitter and Turner
","32A Spartan Road, Spartan Kempton Park Gauteng 1619",011 392 2058,jonathant@technotrain.co.za nozibele@technotrain.co.za,Jonathan Trollip,26-May-23,25-May-28
,Technotrain (Pty) Ltd,07-QCTO/AC-TTC290523222802,94021,Occupational Certificate: Mechanical Fitter ,"32A Spartan Road, Spartan Kempton Park Gauteng 1619",011 392 2058,jonathant@technotrain.co.za nozibele@technotrain.co.za,Jonathan Trollip,26-May-23,25-May-28
,Technotrain (Pty) Ltd,07-QCTO/AC-TTC290523222802,97585,Occupational Certificate: Millwright ,"32A Spartan Road, Spartan Kempton Park Gauteng 1619",011 392 2058,jonathant@technotrain.co.za nozibele@technotrain.co.za,Jonathan Trollip,26-May-23,25-May-28
,Technotrain (Pty) Ltd,07-QCTO/AC-TTC290523222802,94100,Occupational Certificate: Welder,"32A Spartan Road, Spartan Kempton Park Gauteng 1619",011 392 2058,jonathant@technotrain.co.za nozibele@technotrain.co.za,Jonathan Trollip,26-May-23,25-May-28
,Technotrain (Pty) Ltd,AC-TTC030823102355,91761,Occupational Certificate: Electrician,"32A Spartan Road, Spartan Kempton Park Gauteng 1619",113922058,jonathant@technotrain.co.za nozibele@technotrain.co.za,Jonathan Trollip,02-Aug-23,01-Aug-28
,Technotrain (Pty) Ltd,AC-TTC201023170908,97585,Occupational Certificate: Millwright,"37 Circuit Road, Pinetown Durban KwaZulu-Natal",317001051,jonathant@technotrain.co.za,Jonathan Trollip,20-Oct-23,19-Oct-28
,Technotrain (Pty) Ltd,AC-TTC201023170908,91761,Occupational Certificate: Electrician ,"37 Circuit Road, Pinetown Durban KwaZulu-Natal",317001051,jonathant@technotrain.co.za,Jonathan Trollip,20-Oct-23,19-Oct-28
,Technotrain (Pty) Ltd,AC-TTC201023170908,94021,"Occupational Certificate: Mechanical Fitter
","37 Circuit Road, Pinetown Durban KwaZulu-Natal",317001051,jonathant@technotrain.co.za,Jonathan Trollip,20-Oct-23,19-Oct-28
,Thandeka Vocational Education Trust Assessment Centre,AC-TTC241123140728,97238,Occupational Certificate: Sewing Machine Operator,"13 Sydow Street, Maitland Cape Town
Western Cape 7405",723580580,theresa@tvetsa.org.za,Theresa Otto,24-Nov-23,23-Nov-28
,The Automobile Association of South Africa,07-QCTO/AC-TTC020324163859,91761,Occupational Certificate: Electrician,"338 George Road, Unit A Alphen Square West
Midrand Gauteng 1683","0117991053
0813574818",Daveen.Chabalala@aasa.co.za,Daveen Chabalala,01-Mar-24,28-Feb-29
,The Automobile Association of South Africa,07-QCTO/AC-TTC020324163859,93626,"Occupational Certificate: Boilermaker
","338 George Road, Unit A Alphen Square West
Midrand Gauteng 1683","0117991053
0813574818",Daveen.Chabalala@aasa.co.za,Daveen Chabalala,01-Mar-24,28-Feb-29
,The Capital Hotel School and Training Academy,AC-TTC241023094824,102296,Occupational Certificate: Cook,"919 Stanza Bopape Street Arcadia Pretoria
Gauteng 0083",124305539,Suzanne@capitalhotelschool.co.za,Suzanne Crozier,24-Oct-23,23-Oct-28
,The Capital Hotel School and Training Academy,AC-TTC241023094824,110644,Occupational Certificate: Food Handler,"919 Stanza Bopape Street Arcadia Pretoria
Gauteng 0083",124305539,Suzanne@capitalhotelschool.co.za,Suzanne Crozier,24-Oct-23,23-Oct-28
,"The Capital Hotel School and Training
Academy (Pty) Ltd",QCTOASC00201210- 2289,101697,Occupational Certificate: Chef,"919 Stanza Bopape Street, Arcadia, Pretoria",012 4305539,simone@capitalhotelscho ol.co.za,"Ronel Bezuidenho
ut",14-Dec-20,14-Dec-25
,The Golden Scissors Academy Pty (Ltd),QCTOASC00210726-2532,102497,Occupational Certificate: Hairdresser,177 Silverton Road Musgrave 4001,031 206 2906,goldenscissors@ananzi.co.za,Sharlene Singh,09-Jun-22,08-Jun-27
,The Hair College : Image One (Pty) Ltd,02-QCTO/AC-TTC260523133134,102497,Occupational Certificate: Hairdresser,43 Newton Street Port Elizabeth Eastern Cape 6045,041 365 1491,imagaes1hairacademy@gmail.com,Anny Britz,26-May-23,25-May-28
,The Hair Trade Test Centre,07-QCTO/AC-TTC150323131621,102497,Occupational Certificate: Hairdresser,"29 May Avenue, Arcon Park Vereeniging Gauteng 1939",073 554 5263,56817074@mweb.co.za,Renier Maritz,15-Mar-23,14-Mar-28
,The Master Chef Culinary Academy,QCTOASC00200309- 1948,101697,Occupational Certificate: Chef,"55 Grays Inn Road, Bluff","071 603 3271""",fatimastanley@webmail.c o.za,Fatima Stanley,24-Mar-20,24-Mar-25
,The SAJ Competency Training Institute (Pty) Ltd,AC-TTC140723104524,91761,Occupational Certificate: Electrician,"Corner Dekema and 286 Dekema Road, Wadeville Germiston Gauteng 1401",0118275710 0105905523,phillip@saj.co.za,Clifford Mashau,14-Jul-23,13-Jul-28
,The SAJ Competency Training Institute (Pty) Ltd,AC-TTC140723104524,97585,Occupational Certificate: Millwright,"Corner Dekema and 286 Dekema Road, Wadeville Germiston Gauteng 1401",0118275710 0105905523,phillip@saj.co.za,Clifford Mashau,14-Jul-23,13-Jul-28
,The SAJ Competency Training Institute (Pty) Ltd,AC-TTC140723104524,94021,Occupational Certificate: Mechanical Fitter,"Corner Dekema and 286 Dekema Road, Wadeville Germiston Gauteng 1401",0118275710 0105905523,phillip@saj.co.za,Clifford Mashau,14-Jul-23,13-Jul-28
,The SAJ Competency Training Institute (Pty) Ltd,AC-TTC140723104524,94020,Occupational Certificate: Fitter and Turner,"Corner Dekema and 286 Dekema Road, Wadeville Germiston Gauteng 1401",0118275710 0105905523,phillip@saj.co.za,Clifford Mashau,14-Jul-23,13-Jul-28
,The SAJ Competency Training Institute (Pty) Ltd,AC-TTC140723104524,94100,Occupational Certificate: Welder,"Corner Dekema and 286 Dekema Road, Wadeville Germiston Gauteng 1401",0118275710 0105905523,phillip@saj.co.za,Clifford Mashau,14-Jul-23,13-Jul-28
,The SAJ Competency Training Institute (Pty) Ltd,AC-TTC140723104524,93626,Occupational Certificate: Boilermaker,"Corner Dekema and 286 Dekema Road, Wadeville Germiston Gauteng 1401",0118275710 0105905523,phillip@saj.co.za,Clifford Mashau,14-Jul-23,13-Jul-28
,The South African Nuclear Energy Corporation Ltd,06-QCTO/AC-TTC150224125435,91761,Occupational Certificate: Electrician,"Elias Motsoaledi Extension (Church Street West), R104 Pelindaba, Brits Magisterial District, Madibeng Municipality Pelindaba North West 0240",123053453,Thabo.July@necsa.co.za,C.A Mokoena,15-Feb-24,14-Feb-29
,The South African Nuclear Energy Corporation Ltd,06-QCTO/AC-TTC150224125435,93626,"Occupational Certificate: Boilermaker
","Elias Motsoaledi Extension (Church Street West), R104 Pelindaba, Brits Magisterial District, Madibeng Municipality Pelindaba North West 0240",123053453,Thabo.July@necsa.co.za,C.A Mokoena,15-Feb-24,14-Feb-29
,The South African Nuclear Energy Corporation Ltd,06-QCTO/AC-TTC150224125435,94100,Occupational Certificate: Welder    ,"Elias Motsoaledi Extension (Church Street West), R104 Pelindaba, Brits Magisterial District, Madibeng Municipality Pelindaba North West 0240",123053453,Thabo.July@necsa.co.za,C.A Mokoena,15-Feb-24,14-Feb-29
,The South African Nuclear Energy Corporation Ltd,06-QCTO/AC-TTC150224125435,97585,Occupational Certificate: Millwright,"Elias Motsoaledi Extension (Church Street West), R104 Pelindaba, Brits Magisterial District, Madibeng Municipality Pelindaba North West 0240",123053453,Thabo.July@necsa.co.za,C.A Mokoena,15-Feb-24,14-Feb-29
,The South African Nuclear Energy Corporation Ltd,06-QCTO/AC-TTC150224125435,94020,"Occupational Certificate: Fitter and Turner
","Elias Motsoaledi Extension (Church Street West), R104 Pelindaba, Brits Magisterial District, Madibeng Municipality Pelindaba North West 0240",123053453,Thabo.July@necsa.co.za,C.A Mokoena,15-Feb-24,14-Feb-29
,The South African Nuclear Energy Corporation Ltd,06-QCTO/AC-TTC150224125435,94701,Occupational Certificate: Instrument Mechanician,"Elias Motsoaledi Extension (Church Street West), R104 Pelindaba, Brits Magisterial District, Madibeng Municipality Pelindaba North West 0240",123053453,Thabo.July@necsa.co.za,C.A Mokoena,15-Feb-24,14-Feb-29
,The South African Nuclear Energy Corporation Ltd,06-QCTO/AC-TTC150224125435,99255,Occupational Certificate: Pipe fitter,"Elias Motsoaledi Extension (Church Street West), R104 Pelindaba, Brits Magisterial District, Madibeng Municipality Pelindaba North West 0240",123053453,Thabo.July@necsa.co.za,C.A Mokoena,15-Feb-24,14-Feb-29
,The South African Nuclear Energy Corporation Ltd,06-QCTO/AC-TTC150224125731,94021,"Occupational Certificate: Mechanical Fitter
","Elias Motsoaledi Extension (Church Street West), R104 Pelindaba, Brits Magisterial District, Madibeng Municipality Pelindaba North West 0240",123053453,Thabo.July@necsa.co.za,C.A Mokoena,15-Feb-24,14-Feb-29
,Tiespro 51 (Pty) Ltd,05-QCTO/AC-TTC250124162532,96396,Occupational Certificate: Freight Handler,"1 Mirika, 63 Eighth Avenue, Windermere
Durban KwaZulu-Natal 4001",656826615,Natalie@tiespro.co.za,Natalie Ann,25-Jan-24,24-Jan-29
,Tiespro 51 (Pty) Ltd,05-QCTO/AC-TTC250124162532,96368,Occupational Certificate: Clearing and Forwarding Agent,"1 Mirika, 63 Eighth Avenue, Windermere
Durban KwaZulu-Natal 4001",656826615,Natalie@tiespro.co.za,Natalie Ann,25-Jan-24,24-Jan-29
,Tiespro 51 (Pty) Ltd,05-QCTO/AC-TTC250124162532,94025,Occupational Certificate: Transport Clerk,"1 Mirika, 63 Eighth Avenue, Windermere
Durban KwaZulu-Natal 4001",656826615,Natalie@tiespro.co.za,Natalie Ann,25-Jan-24,24-Jan-29
,Tim Brown Electrical Works,QCTOASC00210726-2517,91761,Occupational Certificate: Electrician,228 Soutter Street Pretoria West 0183,012 755 0300,info.timbrownelectrical@gmail.com,Nafti Paul,09-Mar-22,08-Mar-27
,Tim Brown Electrical Works,QCTOASC00210429-2324,91761,Occupational Certificate: Electrician,12 WF Nkomo Street Pretoria 0001,127550300,info@timbrownelectrical.co.za,Paul L Nafti,30-Apr-21,30-Apr-26
,Tjantjello Training Solutions (Pty) Ltd,AC-TTC020823213451,91761,Occupational Certificate: Electrician,"108 Columbine Avenue, Mondeor Johannesburg Gauteng 2091",100100840,qa@tjantjello.co.za,Puleng Pelembe,02-Aug-23,01-Aug-28
